date,artificial intelligence,crime,education,elections,entertainment,environment,finance,health,immigration,international relations,pandemics,politics,protests,science,sports,technology,videogames,war,users,new_users,num_likes,num_posts,num_images,num_follows,num_blocks
2024-11-10,,,,the mauritian general election was held mauritian general election the electoral alliance lepep of incumbent prime minister pravind jugnauth is defeated by that of opposition leader and former prime minister navin ramgoolam with the latter taking all but two seats mauritian general election the electoral alliance lepep of incumbent prime minister pravind jugnauth is defeated by that of opposition leader and former prime minister navin ramgoolam with the latter taking all but two seats mauritian general election,,,,,,the foreign ministry issues baselines around scarborough shoal that is also claimed by the philippines,,,,,atp finals tennis international winner jannik sinner,,,,14311758.0,183404.0,18334683,3382901,791428,13416515,355511
2024-11-11,,,,,,,,,,,,maryland governor wes moore posthumously commemorates abolitionist harriet tubman as a onestar general in the maryland national guard celebrating her for veterans day,,,at least people are killed and others are injured after a man rams an suv into a crowd exercising at a sports stadium in zhuhai fiba u oceania cup fiba u womens oceania cup basketball continental winner men australiawomen australia,,,,14488823.0,177065.0,20505560,3732252,810951,18109843,322609
2024-11-12,,,,,,,,,,,,,justin welby announces his resignation as archbishop of canterbury following the publication of a report critical of his handling of the abuse of children within the church of england by john smyth,,nba cup basketball domestic winner milwaukee bucks,,,,14610695.0,121872.0,24099083,4267165,873541,23064196,418195
2024-11-13,,,,somaliland presidential election opposition candidate abdirahman mohamed abdullahi of the waddani party is elected president the somaliland presidential election was held somaliland presidential election opposition candidate abdirahman mohamed abdullahi of the waddani party is elected president,,,,,,,,trump picks matt gaetz as his attorney general however gaetz withdrew on november due to ongoing congressional investigations against him,,,,,,,14732567.0,121872.0,30192143,5226160,1071651,30061800,498920
2024-11-14,,,,sri lankan parliamentary election sri lankan parliamentary election president anura kumara dissanayakes national peoples power coalition wins a supermajority in the th parliament of sri lanka sri lankan parliamentary election president anura kumara dissanayakes national peoples power coalition wins a supermajority in the th parliament of sri lanka,,,,,,,,the sri lankan parliamentary election was held the victory party of the presidential election the npp winning seats,,,billie jean king cup finals tennis international winner italy,,,,15747324.0,1014757.0,37545300,6503617,1425473,40983656,691368
2024-11-15,,,,,,the spotted hyena crocuta crocuta is rediscovered in the elba protected area of southeast egypt years after the species was believed to have been extirpated from the region,,ten people are killed in a fire at a nursing home in villafranca de ebro measles cases are reported to have surged across the world with an estimated million infections in a increase from,,,,,,,,,,,16592959.0,845635.0,38979332,6666708,1457363,43411761,817450
2024-11-16,,eight people are killed and others are injured in a a mass stabbing carried out by a former student at the a vocational school in wuxi,,ondo state gubernatorial election,,,,,,,,gabonese constitutional referendum,,,,,,,17498373.0,905414.0,43444405,7265108,1618564,46944819,1223936
2024-11-17,,,,senegalese parliamentary election senegalese parliamentary election president bassirou diomaye fayes party pastef wins an absolute majority at the national assembly the senegalese parliamentary election was held senegalese parliamentary election president bassirou diomaye fayes party pastef wins an absolute majority at the national assembly hyogo gubernatorial election,,,,,,,,,,,,,,biden lifts restrictions on the ukrainian use of us weapons for deep attacks inside of russia with ukraine planning out longdistance attacks in the coming days the first of these instances is two days later on november where ukraine launches atacms longranged missiles into russia,18382805.0,884432.0,44571663,7441025,1679585,47167632,1489674
2024-11-18,,,,emiliaromagna regional election november umbrian regional election november,,,,,,,,,,coal ash from power plants across the united states is likely to contain up to million tons of rareearth elements nearly eight times the amount the us has in domestic reserves according to a study by the university of texas at austin,,,,,19170050.0,787245.0,45156991,7533473,1592565,44271329,1569325
2024-11-19,,an unspecified number of casualties are reported after a car rams into a crowd outside a school in dingcheng district hunan,,,,,,,,,,,,,davis cup finals tennis international winner italy,,,,19790280.0,620230.0,45114367,7521186,1557078,40303117,1496040
2024-11-20,,,,jharkhand legislative assembly election november maharashtra legislative assembly election,,,,,,,,,,,,,,,20610873.0,820593.0,43461869,7315615,1533966,37010303,1478079
2024-11-21,,,,,,,,,,,,,,the first closeup image of a star outside the milky way is reported using the european southern observatorys very large telescope interferometer the star woh g is located in the large magellanic cloud about light years away and is shown to be surrounded by a torusshaped cloud,,,,,21107540.0,496667.0,43094597,7205440,1493892,32020663,1486048
2024-11-22,,,,,,,the government imposes a total of million euros million in fines on airlines ryanair easyjet volotea vueling and norwegian air for abusive practices such as overcharging misleading information and lack of price transparency,,,,,trump picks hedge fund investor and former yale professor scott bessent as his secretary of the treasury congresswoman lori chavezderemer as his secretary of labor and former texas state representative and retired nfl player scott turner as his secretary of housing and urban development,,,,,,,21639135.0,531595.0,39764731,6876622,1472630,30777839,1224185
2024-11-23,,,,,,,,,,,,trump picks america first policy institute ceo brooke rollins as his secretary of agriculture,,,copa sudamericana final association football continental winner racing las vegas grand prix f formula racing international winner george russell mercedes,,,,21978704.0,339569.0,38275657,6515744,1448820,28651703,1265336
2024-11-24,,,,styrian state election in romania romanian presidential election will take place first round farright independent clin georgescu wins a plurality of votes for the presidency and advances to the runoff along with centreright candidate elena lasconi uruguayan general election leftist opposition candidate yamandú orsi is elected president first round of the romanian presidential election was held,,,,,,,,,,,,,,,22300880.0,322176.0,38962582,6465019,1422890,29889141,1258755
2024-11-25,,,,jack smith dismisses his election interference case against trump the jubaland presidential election was held,,,,,,,,,,,,,,,22562448.0,261568.0,37554743,6314072,1334285,24408998,1205850
2024-11-26,,,,nova scotia general election,,,,,,,,israeli prime minister benjamin netanyahu announces that a ceasefire deal has been agreed to end fighting with hezbollah in lebanon israeli prime minister benjamin netanyahu announces that a ceasefire deal has been agreed to end fighting with hezbollah in lebanon,,,,,,,22780422.0,217974.0,37544387,6440203,1306405,22758668,1185416
2024-11-27,,three people are killed and seven others are injured in a boiler explosion at a plastics factory in ibi,,the namibian general election was held namibian general election netumbo nandindaitwah of the swapo party is elected as the first female president of namibia indonesian local elections namibian general election tanzanian local government election namibian general election netumbo nandindaitwah of the swapo party is elected as the first female president of namibia,,,,,,three american nationals imprisoned in china are released and returned to the us as part of a prisoner exchange in return for the release of at least one chinese national detained in the us the united states helps to mediate the ceasefire agreement between israel and lebanon since the conflict escalated in october,,,,,,,,,23051606.0,271184.0,36389409,6377474,1323848,22301521,1243698
2024-11-28,,miao hua an admiral and concurrent member of the central military commission is suspended from his latter position as part of an investigation into suspected corruption,,romanian presidential election the constitutional court of romania orders a recount of the votes cast in the first round following an appeal,,,,,,,,,,,,,,,23270417.0,218811.0,34291290,5974952,1297362,18851169,1035422
2024-11-29,,dong yuyu a journalist working for guangming daily is sentenced to seven years imprisonment for espionage three people are wounded in a shooting on black friday at the park plaza mall in little rock arkansas,,irish general election centreright party fianna fáil remains the largest party in dáil éireann increasing its number of seats to,,,,,,,,irish general election,,,acc under asia cup cricket continental winner bangladesh,the engagement is better on bluesky bluesky is the lobby to the open web find and build your community here,,,23447365.0,176948.0,32715549,5541110,1231702,18462742,1157630
2024-11-30,,,,in iceland icelandic parliamentary election will take place the icelandic parliamentary election was held,,,,,,,,icelandic parliamentary election,,,copa libertadores final association football continental winner botafogo,,,syrian civil war opposition forces seize control of most of aleppo syria prompting the first russian airstrikes on the city since,23616959.0,169594.0,32921773,5567446,1279445,18599454,1127593
2024-12-01,,,,romanian parliamentary election the incumbent national coalition for romania wins a plurality of votes with farright parties making substantial gains in romania romanian parliamentary election will take place romanian parliamentary election,,,,,,,,president biden issues a pardon for his son hunter biden despite previously pledging against doing so,,,qatar grand prix f formula racing international winner max verstappen red bull racinghonda rbpt,,,,23769810.0,152851.0,33801116,5679398,1303438,18779884,1332067
2024-12-02,,,,,,,,,,,,,,,,,,,23925872.0,156062.0,35478061,5792049,1226316,17749479,1412613
2024-12-03,,,,,,,,,,,,south korean president yoon suk yeol declares martial law in a televised address in which he accused the democratic party of conducting antistate activities the national assembly votes unanimously to lift martial law despite efforts by the south korean army to prevent the vote yoon and his cabinet then lifted martial law after six hours and later issues an apology south korean president yoon suk yeol declares martial law during a latenight address broadcast live on ytn television accusing the countrys main opposition democratic party of sympathizing with north korea and engaging in antistate activities south korean president yoon suk yeol declares martial law during a latenight address broadcast live on ytn television accusing the countrys main opposition democratic party of sympathizing with north korea and engaging in antistate activities the martial law was lifted by the national assembly the following day,the ministry of commerce imposes a ban on the export of gallium germanium antimony and other materials with potential military applications to the united states in retaliation for export controls imposed by washington on semiconductorrelated items,,,altmetric is now tracking bluesky mentions now scientists and researchers can more easily track conversation around their research,,,24075278.0,149406.0,34928336,5900497,1220117,17834248,1225062
2024-12-04,,brian thompson the ceo of insurance company unitedhealthcare is fatally shot outside the new york hilton midtown in what police call a targeted attack,,,,,,,,,,,,,,a section for the shenzhenzhanjiang highspeed railway that is under construction collapses in shenzhen leaving workers missing,,,24214443.0,139165.0,34870869,6119920,1396825,19567391,1372857
2024-12-05,,,,,,,,,,,,,,a single mutation known as ql is found to enhance the ability of hn bird flu to infect human cells particularly in the respiratory tract previously at least three mutations were thought to be required for the virus to infect people and spread between them a magnitude earthquake occurs off the coast of california being felt hundreds of miles away tsunami and earthquake warnings are sent out across california oregon and washington,,,,,24331266.0,116823.0,34523031,5860512,1224378,15864526,1170873
2024-12-06,,,,romanian presidential election the constitutional court of romania annuls the results of the first round of the presidential election after intelligence agencies alleged that clin georgescu benefited from a coordinated online campaign by russia to promote his candidacy aruban general election romanian presidential election the constitutional court of romania annuls the results of the first round amid accusations of russian interference after the unexpected advancement of prorussian candidate clin georgescu to the runoff,,,,,,,,,,,womens basketball league africa basketball continental winner ferroviário de maputo,a federal appeals court in a defeat to tiktok and parent company bytedance upholds the protecting americans from foreign adversary controlled applications act enabling the law which would ban the social media platform from the us on january if the platform was not sold off to an americanowned company to take effect,,,24437820.0,106554.0,32995457,5619330,1185348,15569229,1428780
2024-12-07,,,,ghanaian general election ghanaian general election was held,,,,a study in the lancet finds that life expectancy progress in the united states is slowing only modest increases are likely by as the country falls below nearly all highincome and some middleincome countries in the global rankings,,,,,,,so paulo eprix fe formula racing international winner mitch evans jaguar tcs racing mls cup the la galaxy defeat the new york red bulls to win their sixth mls cup,,,,24544944.0,107124.0,30498557,5091332,1136846,14597077,1511363
2024-12-08,,,,,,,,,,,,,,,in baseball the new york mets sign dominican professional baseball outfielder juan soto to a million year contract the largest contract in sports history european cross country championships athletics continental winner great britain abu dhabi grand prix f formula racing international winner lando norris mclarenmercedes,,,syrian civil war president of syria bashar alassad leaves damascus after being overthrown ending his presidency and the baathist syria regime after a total of years the syrian opposition forms the syrian transitional government as a provisional government syrian civil war syrian president bashar alassad flees from damascus to moscow after being overthrown ending his presidency and the baathist syria regime after a total of years the syrian opposition forms the syrian transitional government as a provisional government,24641271.0,96327.0,31422533,5119321,1129311,15703112,1217991
2024-12-09,,,,,,,,,,,,,,astronomers report using the infrared capabilities of the james webb space telescope to find of the smallest asteroids ever detected in the main belt some measuring just metres in diameter,,,,,24740143.0,98872.0,31003530,5191346,1089135,13825007,1282541
2024-12-10,aibased transfer learning predicts that global warming will reach c faster than previously expected,former evergrande group chair tang shuangning is convicted by a court in taiyuan of embezzlement and bribery and is sentenced to years imprisonment,,,,,,,,,,,federal bankruptcy judge christopher lopez rejects the sale of alex jones infowars to satirical news platform the onion in a dispute over the bidding process,,world aquatics swimming championships m swimming international winner united states,,,,24826624.0,86481.0,30506935,5218464,1089171,12098292,948449
2024-12-11,,,,,,,,,,,,,,,spain portugal and morocco win the joint hosting rights for the fifa world cup fifa announces that morocco portugal and spain will jointly host the world cup with anniversary matches to be held in argentina paraguay and uruguay while saudi arabia is confirmed as the host for,,,,24911215.0,84591.0,30202941,5270764,1074933,12721256,939859
2024-12-12,,,,,,,,,,,,,president biden commutes the sentences of roughly people who were released from prison and placed in home confinement during the coronavirus pandemic and pardons americans convicted of nonviolent crimes the largest singleday act of clemency in us history the clemency drew outrage for commuting the sentences of mark ciavarella and michael conahan for their role in the kids for cash scandal,,indian chess prodigy gukesh dommaraju defeats former world champion ding liren in the world chess championship breaking the previous age record of set by garry kasparov by becoming champion at years days old indian chess prodigy gukesh dommaraju defeats former world champion ding liren in the world chess championship breaking the previous age record of set by garry kasparov by becoming champion at years days old,,the game awards honoring the best video games of the year was held at the peacock theater in los angeles,,24988923.0,77708.0,29638253,5213217,1063125,12248980,984620
2024-12-13,,former china national football team coach li tie is convicted of matchfixing and bribery and is sentenced to years imprisonment,,,,,,,,,,,,,,a new lightinduced gene therapy using nanoparticles to target the mitochondria of cancer cells is demonstrated,,,25062379.0,73456.0,29242049,5236701,1055356,12213885,773122
2024-12-14,,,,,,cyclone chido makes landfall in mayotte causing at least deaths and bringing devastating damage to the island,,,,,,georgian presidential election,,,,,,,25135789.0,73410.0,27686768,4614482,1025028,11460194,803134
2024-12-15,,,,,,,,,,,,,,,acc under womens t asia cup cricket continental winner india,,,,25207659.0,71870.0,26893135,4656533,1133790,13399865,713211
2024-12-16,,,,,,,,,,,,,,,,the china aerospace science and technology corporation casc launches the first batch of the guowang xingwang megaconstellation a planned constellation of satellites using a long march rocket at the wenchang space launch site,,,25279108.0,71449.0,27231798,4785966,994573,13150009,723535
2024-12-17,,,,,,the capital of vanuatu port vila suffers extensive damage after a mw earthquake at least people are killed,,,,,,,,zhúlóng torch dragon discovered by the james webb space telescope is reported as being the most distant known spiral galaxy ever found seen as it appeared just billion years after the big bang,uci urban cycling world championships cycling international winner spain,,,,25345641.0,66533.0,28018181,4941742,1010739,12722540,700611
2024-12-18,,,,,,,,,,,,,,,next generation atp finals tennis international winner joo fonseca fifa intercontinental cup final association football international winner real madrid,,,,25409886.0,64245.0,27474958,4999268,1088706,12324821,707340
2024-12-19,,,,,,,,,,,,,,,,sony and kadokawa corporation the parent company of fromsoftware spike chunsoft and acquire agreed to form a strategic business alliance with sony becoming the largest shareholder in kadokawa,,,25472286.0,62400.0,27966070,4954375,1011846,12341667,681499
2024-12-20,,a court in italys palermo acquits deputy prime minister matteo salvini of charges relating to the illegal detention of migrants that he refused to disembark from the humanitarian rescue vessel open arms that docked in lampedusa in six people are killed while another are injured after a car is driven into a crowd at a christmas market in magdeburg germany,,,,,,,,,,,,,,a study published in optica reports the first demonstration of quantum teleportation over fibers carrying conventional telecommunications traffic,,,25535256.0,62970.0,28184142,4879739,1007491,11387637,685305
2024-12-21,,,,,,thirtynine people die and another seven are injured after a multiplevehicle collision occurs on the br highway in teófilo otoni minas gerais brazil it is the deadliest traffic accident on federal highways in brazil since when numbers were first monitored,,,,,,,,,th arabian gulf cup association football regional winner bahrain,,,,25593388.0,58132.0,25747445,4458639,980943,12031529,611370
2024-12-22,,,,,,,,,,,,,,researchers in south korea demonstrate a way to revert cancer cells back to normal healthy cells using simulations to identify master molecular switches involved in cell differentiation,,,,,25649230.0,55842.0,25363720,4416832,958284,14048593,874050
2024-12-23,,,,,,,,,,,,,,,,,,,25702534.0,53304.0,25498170,4406792,928250,11969467,625898
2024-12-24,,the russian cargo ship ursa major sinks following an engine room explosion in the mediterranean sea between spain and algeria leaving two sailors missing fourteen others are taken to cartagena by spanish rescuers the ships owners subsequently blame the sinking on a terrorist attack,,,,,,,,,,,,,,the parker solar probe breaks the previous record set in for the closest artificial object to the sun by million kilometers million miles becoming the closest and first manmade object to approach and touch the sun,,,25749975.0,47441.0,25200581,4438016,1009717,10985873,582145
2024-12-25,,,,,,azerbaijan airlines flight an embraer erjar crashes in kazakhstan twentynine out of the on board survive the crash,,,,,,,,,,,,,25794625.0,44650.0,24039988,3982953,968300,8763613,502554
2024-12-26,,,,,,,,,,,,,,,,,,,25840422.0,45797.0,23723855,3911427,846304,11276822,609675
2024-12-27,,,,,,,,,,,,impeachment of han ducksoo acting president of south korea han ducksoo is impeached by mps for failing to promulgate two bills related to president yoons legal proceedings he is succeeded by deputy prime minister choi sangmok acting president of south korea han ducksoo is impeached by mps for failing to promulgate two bills related to president yoons legal proceedings he is succeeded by deputy prime minister choi sangmok,,,united cup tennis international winner united states,,,,25859176.0,18754.0,24566549,4404913,1095055,11661943,626212
2024-12-28,,,,,,,,at least fifteen people including three firefighters are injured when a train collides with a fire truck in delray beach florida,,,,,,,,,,,25878844.0,19668.0,24596879,4737815,1431557,12127874,664697
2024-12-29,,,,,,jeju air flight a boeing passenger flight from bangkok suvarnabhumi airport in bangkok thailand to muan international airport in muan south korea veered off the runway at muan international airport and crashed into a barrier killing at least people two injured survivors were reported,,,,,,former president jimmy carter dies at age in his hometown of plains georgia chadian parliamentary election,,,,,,,25897781.0,18937.0,25409082,4281838,916664,14040930,744050
2024-12-30,,the treasury reports a major incident in which chinese statesponsored hackers broke into its systems earlier in the month and had access to employee workstations and some unclassified documents,,,in review its been a big year for bluesky lets take a look back at everything thats happened in the past year,,,,,,,,,,,,,,25916986.0,19205.0,25602350,4340090,929600,12370319,780180
2024-12-31,,,,,,,,,,,,,,,,,,,25935249.0,18263.0,25398667,4788642,1114892,10894309,607703
2025-01-01,,,,,,,,,,,,,,,,detailed telemetry data from the parker solar probe is received following its passage through the suns corona,,,25954844.0,19595.0,25714500,4450354,1030671,10615877,558591
2025-01-02,,,,,,,,,,,,,,,,,,,26209874.0,255030.0,24537061,4199316,897209,15421388,817858
2025-01-03,,,,,,,,,,,,,,researchers report discovering a new class of antimalaria antibodies,,,,,26266113.0,56239.0,25070252,4423748,921321,14389699,918040
2025-01-04,,eight people are killed in a fire at a market in zhangjiakou hebei,,,,,,,,,,the chancellor of austria karl nehammer announces his resignation,,,,,,,26325655.0,59542.0,24443594,4214602,900840,21452274,925578
2025-01-05,,,,,,,,,,,,,,,,,,,26389418.0,63763.0,25243614,4369451,924608,16839418,1058922
2025-01-06,,,,,,,,,,,,,,,,,,,26457929.0,68511.0,26941194,4599561,933063,22082976,1329650
2025-01-07,,,,,,a magnitude earthquake hits tibet killing at least people,,,,,,,,,,,new gaming accessories and handheld consoles were revealed during the consumer electronics show ces showcase held at the las vegas convention center in winchester nevada,,26550102.0,92173.0,27260836,4803729,919892,21619636,1453696
2025-01-08,,eighteen gunmen and a soldier are killed in an attack on the presidential palace in ndjamena the capital of chad unknown assailants attack the presidential palace in the chadian capital of ndjamena resulting in deaths,,,,the california wildfires spread to more areas,,,,,,,,scientists publish a comprehensive map of protein locations within human cells offering potential new insights into how cells respond to infections and other changing circumstances,,,,,26679779.0,129677.0,28677809,4916588,942111,15202820,858146
2025-01-09,,,,the commander of the lebanese armed forces joseph aoun is elected the th president of lebanon by parliament ending the power vacuum that lasted over two years,,,,,,,,,,,,the el capitan supercomputer is officially dedicated at the lawrence livermore national laboratory in livermore united states,,,26795222.0,115443.0,28326307,4791931,926534,12901992,714317
2025-01-10,,,,,,,,,,,,,,the european copernicus climate change service reports that was the worlds hottest year on record and the first calendar year to pass the symbolic threshold of c of global warming,,,,,26905429.0,110207.0,28320127,4872055,970262,14927733,813289
2025-01-11,,a gas station explosion in al bayda yemen results in deaths and dozens of others injured,,,,,,,,incoming united states middle east envoy steve witkoff meets with israeli prime minister benjamin netanyahu in an effort to secure a ceasefire deal in gaza strip before donald trumps inauguration on january,,,,,mexico city eprix fe formula racing international winner unknown,,,,27038215.0,132786.0,26898595,4463196,959524,14231464,675603
2025-01-12,,,,croatian presidential election second round incumbent president zoran milanovi wins a second term in office with of the vote croatian president zoran milanovi wins reelection against dragan primorac in the second round of voting comorian parliamentary election croatian presidential election zoran milanovi is reelected for a second term,,,,,,,,,,,australian open tennis international winner unknown,,,,27177058.0,138843.0,26266840,4363791,950651,15799746,723198
2025-01-13,accuweather releases a preliminary estimate of the total physical and economic losses caused by the ongoing wildfires in southern california of between billion a figure attributed to exceptionally high property values in and near santa monica which would surpass their estimates of the costs of the entire united states wildfire season as well as hurricane helene in,,,,,,,,,,,,,researchers discover what could be the worlds oldest threedimensional map in a cave in the paris basin of france dating back years c g atlas a nonperiodic comet reaches perihelion and is dubbed the great comet of,,,,,27327830.0,150772.0,27088637,4618214,965498,17354481,906775
2025-01-14,,,,,,,,,,,,,,,february the world mens handball championship takes place in croatia denmark and norway it is won by denmark,,,,27453684.0,125854.0,28606082,4844976,968463,17476055,817993
2025-01-15,,,,,,,,,,,,south korean president yoon suk yeol is arrested by the cio for his role in the martial law crisis,,,,the european space agencys gaia spacecraft ends its operation after years of mapping the milky way galaxy during which time it made three trillion observations of two billion stars,,,27569164.0,115480.0,27710280,4763412,944393,14374953,701329
2025-01-16,,,,vanuatuan general election,,,,,,,,,,,,,,,27688214.0,119050.0,27921696,4844943,963410,11100157,669061
2025-01-17,,,,,,bluesky moderation report throughout our trust safety team has worked to protect our growing userbase and uphold our community standards,,,,,,,,,,,,,27805606.0,117392.0,27095374,4693369,959753,11581748,686195
2025-01-18,,two judges of the supreme court of iran are assassinated at the palace of justice in tehran,,,,,,,,,,,,,under womens t world cup cricket international winner unknown a ski lift collapses in astún injuring at least people,,,,27934788.0,129182.0,25082900,4365571,957421,16525225,643390
2025-01-19,,,,burgenland state election,,,,,,,,,,,,tiktok capcut lemon and marvel snap are banned off of all app stores in the us due to their owner being bytedance,,gaza war a ceasefire goes into effect lasting until an israeli surprise attack on march,28169284.0,234496.0,32138200,5236130,1127088,17388367,789077
2025-01-20,,,,,,,,,,,,donald trump is sworn in as the th president of the united states becoming the second president in american history to serve nonconsecutive terms,,,college football playoff national championship american football domestic winner unknown,deepseek releases deepseekr a large language model based on deepseekv utilising a chainofthought stating it achieves performance comparable to openaio across math code and reasoning tasks deepseekr is opensource,,,28368632.0,199348.0,35936781,5439676,1144324,18063673,907701
2025-01-21,,one person is killed in an explosion at the port of barcelona people are killed after a fire breaks out in a hotel in the ski resort of kartalkaya turkey,,,,,,,,,,,,,,the stargate project a joint venture created by openai softbank oracle and mgx is formally announced by us president donald trump,,,28642509.0,273877.0,39333641,5780043,1175530,18939100,1030529
2025-01-22,,a truck rams into vehicles in bazhong sichuan killing five people,,,,thailand becomes the th country to legalize samesex marriagecitation needed,,the second trump administration imposes an immediate freeze on scientific grants communications hiring and meetings at the national institutes of health nih by far the biggest supporter of biomedical research worldwide impacting billion worth of activities,,,,,,,,,,,28912774.0,270265.0,36489683,5668844,1133753,18087848,762490
2025-01-23,,,,,,humanitys last exam a benchmark for large language models is published the dataset consists of challenging questions across over a hundred subjects,,,,,,,,,south american u championship association football continental winner unknown,,,,29144843.0,232069.0,35934500,5691788,1125060,14965916,667061
2025-01-24,,,,,,,,,,,,,,,,a study by the university of birmingham finds that electric vehicles now have an average lifespan of years outlasting the average diesel vehicle at years and almost matching the average petrol vehicle at years,,,29323729.0,178886.0,34504643,5606737,1116410,13091479,586833
2025-01-25,,,,,,,,,,,,,,,,,,,29498746.0,175017.0,33659694,5277298,1115108,12689411,586072
2025-01-26,,,,the belarusian presidential election was held the belarusian presidential election is held with incumbent alexander lukashenko independent but of the belaya rus alliance being reelected belarusian presidential election,,,,,,,,,,,,,,,29659271.0,160525.0,33303235,5236233,1113229,13557074,679232
2025-01-27,,,,,,,,,,,,,,,,global technology shares outside china fall sharply in response to the release of deepseeks chatbot a chinese competitor to openais chatgpt chip giant nvidia loses almost billion of its value the biggest drop for a single company in us stock market history,,,29798796.0,139525.0,33571461,5361578,1097219,11492579,615371
2025-01-28,,,,,,,,,,,,,,,,,,,29944463.0,145667.0,34828377,5585303,1078545,10165255,1529289
2025-01-29,,,,,,,,,,,,,,the european space agency esa announces that it has begun monitoring the asteroid yr which at the time had a in chance of impacting earth on december,,,,,30119848.0,175385.0,35861567,5512631,1080514,10591011,522678
2025-01-30,,,,seanad election january,,,,,,,,,balkan boycotts a series of boycotts occurred in the balkans over inflation,,,,,,30246652.0,126804.0,36086505,5474922,1072790,10709174,531706
2025-01-31,,,,,,,,,,,,,,,,,,,30396375.0,149723.0,35237218,5447663,1076783,9591716,478335
2025-02-01,,,,,,,,,,,,us president donald trump imposes a tariff on imports from china,,,,,,,30485875.0,89500.0,34778055,5227185,1091750,9937901,502070
2025-02-02,,,,,,,,,,,,,,,pro bowl games american football domestic winner national football conference,,,,30603302.0,117427.0,38081890,5492072,1114167,10737075,519476
2025-02-03,openai releases chatgpt deep research an artificial intelligence system integrated into chatgpt which generates cited reports on a userspecified topic by autonomously browsing the web for to minutes,,,,,,,,,china imposes export controls and increased tariffs on certain american imports in retaliation for president trumps imposition of tariffs on chinese goods,,,,researchers in berkeley and cambridge attach copper nanoflower catalysts on perovskitebased artificial leaves for solardriven hydrocarbon synthesis devices can produce ethane and ethylene at high rates by coupling co reduction with glycerol oxidation into valueadded chemicals,,,,,30722341.0,119039.0,39366626,5652068,1089217,10214097,551425
2025-02-04,,,,,,,,,,the united states postal service indefinitely suspends its acceptance of parcels from china and hong kong,,,,,,,,,30817512.0,95171.0,35755720,5433429,1056239,9096271,495207
2025-02-05,,,,delhi legislative assembly election,,,,,,,,,,,,,,,30906980.0,89468.0,37016949,5717821,1060079,8765131,606400
2025-02-06,,,,,,,,,,,,,,,the supreme court of spain overturns the conviction of rafael louzan for his involvement in an anomalous construction agreement in moraña when he was president of the provincial deputation of pontevedra allowing him to retain his post as head of the royal spanish football federation,mistral ai releases le chat an ai assistant able to answer up to words per second,,,30992652.0,85672.0,34039119,5392016,1024927,8615263,517678
2025-02-07,,,,,,,,,,,,,,researchers develop an ai chip smaller than a grain of salt that mounts on the tip of an optical fibre and uses a diffractive neural network to decode images at light speed with very low energy this breakthrough promises advances in efficient medical imaging and quantum communication technologies,,,,,31098923.0,106271.0,32676158,5303833,1044402,8975519,599069
2025-02-08,,,,,,at least one person is killed while others are reported missing after a landslide hits the village of jinping in junlian county sichuan,,,,,,,,,,,,,31176529.0,77606.0,30699072,4835040,1017009,9465034,572065
2025-02-09,,,,liechtenstein general election liechtenstein general election was held,,,,,,,,kosovan parliamentary election,,,super bowl lix american football domestic winner philadelphia eagles,,,,31248655.0,72126.0,30782900,4809029,1023767,10212433,585352
2025-02-10,,a bus falls off a bridge over the las vacas river in guatemala city guatemala killing at least people and seriously injuring others,,,,,,,,,,,,,,,,,31321169.0,72514.0,36283038,5192092,991068,8149246,591917
2025-02-11,,,,,the academy of interactive arts sciences hosted the dice summit and the th annual dice awards at the aria resort and casino in las vegas nevada,,,,,,,,,,,,,,31393752.0,72583.0,32122723,5164056,1021685,8489037,595043
2025-02-12,,,,,,,,,,,,,,,afc u asian cup association football continental winner australia,,,,31463506.0,69754.0,31963324,5281628,1028269,7954541,569224
2025-02-13,,,,,,,,,,,,,,,,scientists at the university of cambridge report the creation of a solarpowered reactor that pulls carbon dioxide directly from the air and converts it into sustainable fuel,,,31524818.0,61312.0,32013849,5322138,1037521,7830165,454624
2025-02-14,,,,,,,,,,the associated press ap is banned from the oval office and air force one indefinitely over its continued use of the term gulf of mexico instead of the official gulf of america,,,,,jeddah eprix fe formula racing international winner race maximilian günther ds penskerace oliver rowland nissan formula e team,,,,31580334.0,55516.0,32689465,5287882,1168041,7002995,402865
2025-02-15,,,,mahamoud ali youssouf is elected as the chairperson of the african union commission,,,,,,,,togolese senate election,,a new recordlow global sea ice extent is reported dipping below the previous lowest that occurred in early,,,,,31638376.0,58042.0,30510783,4698197,1020922,7458564,555334
2025-02-16,,,,,,,,,,,,,,,nba allstar game basketball domestic winner shaqs ogs,,,,31709227.0,70851.0,30571305,4658699,1005127,8576409,437870
2025-02-17,,,,,,,,,,,,,indonesian protests a series of ongoing nationwide protests are held following the enactment of a legislation increasing military involvement in civilian government rolescitation needed,,,,,,31767691.0,58464.0,30622034,4821259,1003659,7697606,419508
2025-02-18,,,,,,,,,,,,,,,,,,,31826272.0,58581.0,31503793,4986636,984973,7261477,422773
2025-02-19,,police discover a tunnel measuring at least meters from ceuta to morocco and believed to be used to transport drugs following a raid on a warehouse,,,mixue surpasses starbucks and mcdonaldsas the worlds largest foodservice chain by store count,,,,,croatia completes the process of joining the european economic area,,,,,icc champions trophy cricket international winner india,,,,31881801.0,55529.0,32757088,5185113,987329,7266798,375206
